CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,PUB_SCH,SEP_SCH,PUBSEP_SCH,OTHER_SCH,UNKNWN_SCH,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,OTHER_CNT,OTHER_0_4,OTHER_5_14,OTHER_15_19,OTHER_20_24,OTHER_25_34,OTHER_35_44,OTHER_45_54,OTHER_55_64,OTHER_65_74,OTHER_75
Industrial,2,SHI,SHEPARD INDUSTRIAL,SOUTHEAST,N/A,EMPLOYMENT,2019,,255,150,0,0,0,126,0,0,71,20,14,0,43,0,0,0,0,0,148,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,126,255,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,54,14,6,0,126,103,0,0,0,7,12,15,22,39,19,12,0,8,0,0,9,11,12,41,12,10,0,8,0,7,21,26,34,80,31,22,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MCK,MCKENZIE LAKE,SOUTHEAST,BUILT-OUT,1980s/1990s,2019,,13406,4661,838,0,0,4117,0,0,2414,1122,435,152,538,4234,24,0,0,379,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,32,5,0,1,0,23,21,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,214,966,3,0,0,0,4194,3882,12354,35,1,0,0,534,1599,929,1404,144,6735,6628,315,972,567,481,633,843,1102,1144,513,165,298,833,508,424,675,916,1188,1134,474,178,613,1805,1075,905,1314,1767,2299,2284,987,343,29,0,0,0,0,6,8,9,6,0,0
Residential,1,CRA,CRANSTON,SOUTHEAST,DEVELOPING,BUILDING OUT,2019,,19884,7141,2068,0,0,5933,0,0,3449,1697,829,257,907,5332,376,0,678,739,0,16,0,0,0,0,0,0,0,0,642,436,1096,34,0,1,0,14,0,21,1,0,1,1,365,317,902,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,669,493,1420,24,40,0,12,5152,4687,16445,75,89,1,0,954,2208,1340,2103,231,9874,9970,806,1759,534,369,1380,1933,1433,930,553,177,744,1717,524,381,1521,2020,1315,968,610,170,1550,3476,1058,750,2908,3953,2748,1898,1163,347,7,0,0,0,0,7,0,0,0,0,0
Residential,1,SET,SETON,SOUTHEAST,DEVELOPING,BUILDING OUT,2019,,1134,973,33,0,0,137,0,0,217,71,18,10,656,148,73,2,614,128,2,2,0,0,0,1,1,2,0,5,247,38,428,105,256,0,0,2,0,0,0,0,0,4,25,19,71,14,30,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,350,2,0,0,5,51,30,104,17,52,0,9,54,50,176,15,69,0,4,140,138,59,36,0,480,648,30,27,17,28,103,67,27,62,56,63,27,29,19,44,115,60,35,97,100,122,57,56,36,72,218,127,62,159,156,185,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MAH,MAHOGANY,SOUTHEAST,DEVELOPING,BUILDING OUT,2019,,11784,4507,1842,0,0,3465,0,0,1790,1085,403,190,1037,2901,400,0,913,268,0,5,0,0,0,20,0,0,0,4,633,405,1087,16,260,0,0,5,0,7,0,0,0,0,381,326,913,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,0,0,0,0,268,220,559,0,0,0,24,2683,2514,9196,57,136,0,20,574,1195,765,1304,149,5827,5926,746,1065,203,151,1077,1404,595,311,193,82,662,1006,214,193,1297,1364,519,337,236,98,1408,2071,417,344,2384,2778,1114,648,429,180,20,0,0,0,0,10,10,0,0,0,0
Residential,1,RVW,RANGEVIEW,SOUTHEAST,DEVELOPING,BUILDING OUT,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DDG,DOUGLASDALE/GLEN,SOUTHEAST,BUILT-OUT,1980s/1990s,2019,,12881,4945,822,0,0,4167,0,0,2693,1017,443,134,656,3938,144,0,550,306,0,3,0,0,4,0,0,0,0,12,511,170,836,23,1,1,0,3,0,0,0,0,0,0,142,133,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,272,219,565,11,23,0,1,3899,3645,11248,25,1,3,4,736,1935,926,1103,130,6459,6388,356,688,388,401,715,887,992,1097,654,281,327,650,396,356,703,911,1062,1062,656,265,683,1338,784,757,1424,1798,2054,2159,1310,546,6,0,0,0,0,6,0,0,0,0,0
Residential,1,HKS,HOTCHKISS,SOUTHEAST,DEVELOPING,2000s,2019,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,12C,12C,SOUTHEAST,N/A,OTHER,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,12L,12L,SOUTHEAST,N/A,OTHER,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,S23,SECTION 23,SOUTHEAST,N/A,EMPLOYMENT,2019,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,SFH,SOUTH FOOTHILLS,SOUTHEAST,N/A,EMPLOYMENT,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,12J,12J,SOUTHEAST,N/A,UNDEVELOPED,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RIV,RIVERBEND,SOUTHEAST,BUILT-OUT,1980s/1990s,2019,,9244,3474,579,0,0,3069,0,0,1892,682,330,122,448,3240,47,0,0,150,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,47,7,0,0,0,44,41,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,126,242,10,0,0,2,3207,2902,8879,23,0,0,0,458,1359,785,712,104,4657,4576,206,432,258,327,603,654,687,924,420,146,238,382,275,268,550,619,720,931,414,179,444,814,533,595,1153,1273,1407,1855,834,325,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WSP,WEST SPRINGS,WEST,DEVELOPING,BUILDING OUT,2019,,10758,3856,987,0,0,2960,0,0,1743,694,348,287,783,2605,186,34,395,634,0,1,0,0,1,0,0,0,0,1,97,61,187,81,216,0,0,1,0,0,0,0,0,0,182,160,408,3,0,0,0,0,0,0,0,0,0,1,33,26,77,0,0,0,0,1,0,0,0,0,0,2,556,394,1264,31,44,0,0,2506,2319,8816,46,52,0,1,383,794,706,1352,140,5274,5444,375,1194,381,229,435,911,1029,431,202,87,342,1181,411,182,470,1146,997,394,237,84,723,2387,792,411,905,2057,2034,825,439,171,26,6,12,0,0,0,0,8,0,0,0
Residential,1,WLD,WILDWOOD,WEST,BUILT-OUT,1950s,2019,,2709,1111,172,0,0,881,0,0,708,112,63,39,188,1026,18,0,48,0,0,18,0,0,1,0,0,0,0,0,42,0,90,5,1,0,0,18,0,38,0,0,0,0,17,6,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,988,875,2539,24,4,1,1,227,389,173,266,9,1318,1376,76,203,62,64,107,228,181,217,104,76,94,174,63,53,129,236,191,224,103,109,170,377,125,117,236,464,372,441,207,185,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ASP,ASPEN WOODS,WEST,DEVELOPING,BUILDING OUT,2019,,9446,3068,933,0,0,2455,0,0,1293,431,368,455,520,2202,13,1,341,507,0,3,0,0,0,1,0,0,0,3,305,149,540,32,0,1,0,3,0,0,0,0,0,0,13,12,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,145,0,0,0,2,472,332,975,28,3,0,3,2136,1962,7745,28,32,0,1,354,720,529,1194,133,4650,4767,327,960,343,194,441,860,841,443,147,94,347,870,323,194,524,1015,803,380,178,133,674,1836,666,388,965,1875,1644,823,325,227,6,0,6,0,0,0,0,0,0,0,0
Residential,1,CGR,COUGAR RIDGE,WEST,DEVELOPING,2000s,2019,,6997,2215,645,0,0,1929,0,0,1184,324,192,256,257,1915,92,0,0,206,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91,75,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,131,442,6,0,2,1,1881,1723,6306,24,1,3,0,214,482,509,885,80,3473,3506,270,788,246,137,343,651,620,267,111,40,227,692,235,144,389,761,628,272,123,35,497,1480,481,281,732,1412,1248,539,234,75,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SPR,SPRUCE CLIFF,WEST,BUILT-OUT,1950s,2019,,4673,2431,391,0,0,841,0,0,1033,213,165,71,948,317,127,0,1765,141,0,79,0,0,1,1,0,0,0,6,1654,541,2804,99,0,1,1,59,16,135,14,0,3,0,111,58,247,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,237,0,0,0,0,136,20,559,5,0,0,2,285,206,690,17,8,1,2,905,871,233,204,28,2187,2480,164,216,87,112,424,366,272,254,178,114,165,218,79,142,459,371,287,320,240,199,329,434,166,254,883,737,559,574,418,313,0,0,0,0,0,0,0,0,0,0,0
Residential,1,STR,STRATHCONA PARK,WEST,BUILT-OUT,1980s/1990s,2019,,6855,2446,457,0,0,2146,0,0,1482,406,184,137,236,1943,224,0,0,273,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,2,0,0,0,214,185,485,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,177,621,13,0,0,0,1893,1784,5732,37,1,2,0,293,806,479,730,62,3351,3491,191,457,232,215,305,435,470,533,340,173,184,533,214,180,299,475,510,586,350,160,375,990,446,395,604,910,980,1119,690,333,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,01I,01I,WEST,N/A,UNDEVELOPED,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Major Park,3,COP,CANADA OLYMPIC PARK,WEST,N/A,OTHER,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RCK,ROSSCARROCK,WEST,BUILT-OUT,1950s,2019,,3625,1715,209,0,0,439,0,0,814,225,70,103,503,424,511,9,385,102,0,283,0,0,1,0,0,0,0,1,360,24,696,23,0,0,0,247,20,507,22,1,11,0,467,177,1227,31,12,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,1,0,0,0,0,0,0,0,87,7,233,6,9,0,3,388,211,958,26,6,0,1,468,502,314,239,24,1775,1844,107,208,87,125,357,344,223,192,87,45,120,160,94,153,412,337,220,186,93,69,227,368,181,278,769,681,443,378,180,114,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CUR,CURRIE BARRACKS,WEST,BUILT-OUT,BUILDING OUT,2019,,1262,617,39,0,0,388,0,0,250,62,37,48,220,161,8,2,279,113,0,4,0,0,50,0,0,0,0,0,273,154,443,6,0,0,0,4,0,0,0,0,0,0,7,6,21,1,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,2,37,11,57,11,0,0,2,94,83,224,16,0,0,0,144,134,506,2,14,0,50,173,226,58,94,9,595,665,37,84,18,25,97,136,84,67,29,18,37,67,33,48,135,135,94,65,39,12,74,151,51,73,232,271,178,132,68,30,0,0,0,0,0,0,0,0,0,0,0
Residential,1,LKV,LAKEVIEW,WEST,BUILT-OUT,1960s/1970s,2019,,5355,2342,342,0,0,1751,0,0,1489,326,132,95,300,1688,81,0,332,230,0,11,0,0,0,0,0,0,0,0,314,0,559,18,0,0,0,9,0,11,2,0,0,0,78,61,162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,156,419,2,0,0,0,1643,1534,4204,28,7,0,0,596,893,328,427,22,2610,2734,144,371,124,148,197,324,372,420,264,246,137,339,145,144,217,360,377,464,272,279,281,710,269,292,414,684,749,884,536,525,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CRM,CRESTMONT,WEST,BUILT-OUT,2000s,2019,,1690,673,122,0,0,493,0,0,273,96,45,41,215,615,42,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,36,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,529,478,1654,7,74,0,0,30,163,172,159,14,848,838,76,127,59,26,68,168,168,103,42,11,54,147,44,33,72,197,157,89,33,12,130,274,103,59,140,365,325,192,75,23,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,06A,06A,WEST,N/A,UNDEVELOPED,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,VAL,VALLEY RIDGE,WEST,BUILT-OUT,2000s,2019,,5585,1940,404,0,0,1742,0,0,1040,342,187,121,249,1775,0,0,71,88,0,5,0,0,0,1,0,0,0,0,71,60,116,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,142,0,0,0,0,87,77,153,1,0,0,0,1756,1605,5171,18,0,0,1,197,726,425,513,50,2756,2825,139,348,169,142,216,400,421,450,311,160,173,359,163,121,203,430,447,442,306,181,312,707,332,263,419,830,868,892,617,341,0,0,0,0,0,0,0,0,0,0,0
Residential,1,GBK,GLENBROOK,WEST,BUILT-OUT,1950s,2019,,7442,3337,587,0,0,1596,0,0,1562,452,265,225,833,891,750,2,762,720,0,208,0,0,1,1,0,2,0,1,739,217,1220,19,0,1,0,178,15,350,29,0,1,0,711,317,1863,25,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,49,0,0,0,1,684,389,1691,34,0,0,1,857,658,2265,26,3,0,4,983,1078,528,506,77,3561,3864,233,484,174,227,681,592,438,385,216,131,233,430,195,230,677,670,456,452,245,276,466,914,369,457,1358,1262,894,837,461,407,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SIG,SIGNAL HILL,WEST,BUILT-OUT,1980s/1990s,2019,,13395,5187,691,0,0,4588,0,0,2841,924,352,272,798,3405,413,0,971,387,0,9,0,0,0,2,0,0,0,0,931,773,1393,37,1,0,0,9,0,16,0,0,0,0,398,367,770,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,167,0,0,0,0,374,294,772,11,0,0,1,3367,3154,10277,29,0,0,2,1083,1826,847,1176,145,6337,7009,246,770,442,406,481,662,940,1094,767,529,231,683,431,426,493,780,1055,1235,904,771,477,1453,873,832,974,1453,1995,2338,1680,1300,29,0,0,0,0,0,11,0,9,9,0
Residential,1,GAG,GARRISON GREEN,WEST,BUILT-OUT,BUILDING OUT,2019,,2060,730,190,0,0,468,0,0,322,79,72,42,215,262,72,0,252,141,0,1,0,0,0,2,0,0,0,2,243,124,334,7,0,0,0,1,0,0,0,0,0,0,71,26,214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,326,0,0,0,0,138,110,326,3,0,0,0,261,208,859,1,0,0,2,212,200,140,150,11,927,1130,76,152,27,29,143,190,111,69,74,56,96,121,37,43,175,211,114,102,114,117,172,273,64,72,318,401,225,171,188,173,0,0,0,0,0,0,0,0,0,0,0
Residential,1,LPK,LINCOLN PARK,WEST,BUILT-OUT,1950s,2019,,2617,1094,21,0,0,324,0,0,439,121,56,22,456,0,6,0,816,269,0,0,0,0,0,1,0,2,0,1,765,250,1041,48,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,937,0,0,0,0,254,74,626,13,0,0,0,0,0,0,0,0,0,3,600,294,73,48,6,1167,1448,31,71,237,276,128,142,99,43,53,87,23,54,281,281,179,195,102,68,78,187,54,125,518,557,307,337,201,111,131,274,0,0,0,0,0,0,0,0,0,0,0
Residential,1,NGM,NORTH GLENMORE PARK,WEST,BUILT-OUT,1950s,2019,,2391,1022,130,0,0,735,0,0,575,209,64,35,139,797,125,3,46,5,0,44,0,0,2,0,0,0,0,0,42,0,70,4,0,0,0,31,0,50,13,0,0,0,112,56,292,9,4,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,2,0,0,0,0,0,0,2,0,8,0,3,0,2,760,679,1959,21,10,0,2,218,352,165,196,16,1205,1171,80,161,66,61,151,177,150,183,95,81,63,109,64,63,138,180,168,163,113,110,143,270,130,124,289,357,318,346,208,191,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CHR,CHRISTIE PARK,WEST,BUILT-OUT,1980s/1990s,2019,,2128,727,40,0,0,653,0,0,402,123,62,44,95,475,94,0,0,156,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,85,160,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,0,0,0,145,119,312,10,0,0,0,465,449,1456,5,2,2,2,91,292,132,157,17,1006,1115,32,105,74,58,70,99,112,177,148,131,36,105,57,67,73,99,137,196,148,197,68,210,131,125,143,198,249,373,296,328,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RUT,RUTLAND PARK,WEST,BUILT-OUT,1950s,2019,,2263,978,110,0,0,341,0,0,576,144,40,27,190,310,45,0,95,491,0,36,0,0,0,1,0,0,0,0,93,0,100,2,0,0,0,26,0,49,9,0,0,0,44,15,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,0,0,0,0,481,87,1195,8,2,0,1,294,239,719,12,0,0,1,293,320,139,174,8,1091,1168,75,124,44,67,126,175,144,124,102,110,46,105,47,47,121,176,154,129,181,162,121,229,91,114,247,351,298,253,283,272,0,0,0,0,0,0,0,0,0,0,0
Residential,1,COA,COACH HILL,WEST,BUILT-OUT,1980s/1990s,2019,,3244,1482,188,0,0,1163,0,0,808,229,93,65,283,634,101,1,237,508,0,1,0,0,0,0,0,0,0,1,224,124,349,9,0,3,0,1,0,0,0,0,0,1,99,90,211,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,490,360,968,10,1,5,0,621,589,1714,8,1,2,0,386,589,249,195,11,1512,1711,75,200,64,67,173,244,197,210,198,84,102,172,65,64,193,304,221,263,199,128,177,372,129,131,366,555,418,473,397,212,7,0,0,0,0,0,7,0,0,0,0
Residual Sub Area,4,06C,06C,WEST,N/A,UNDEVELOPED,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WGT,WESTGATE,WEST,BUILT-OUT,1950s,2019,,3202,1343,212,0,0,874,0,0,749,221,112,62,199,918,50,0,141,187,0,46,0,0,0,0,0,1,0,0,133,60,241,8,0,0,0,40,0,72,6,0,0,0,48,22,106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,186,47,430,1,0,0,0,897,745,2308,12,2,0,1,291,509,251,240,7,1547,1648,94,184,87,73,243,262,171,225,138,70,106,170,59,83,229,258,207,247,165,124,200,354,146,156,472,520,378,472,303,194,0,0,0,0,0,0,0,0,0,0,0
Residential,1,GDL,GLENDALE,WEST,BUILT-OUT,1950s,2019,,2765,1128,149,0,0,819,0,0,631,169,73,59,196,959,0,5,108,24,0,32,0,0,0,0,0,0,0,0,104,0,166,2,0,0,1,28,0,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,23,18,44,1,0,0,0,920,801,2487,23,2,0,0,246,357,195,256,17,1365,1397,75,165,80,75,185,204,158,226,123,74,99,161,78,73,194,195,181,217,111,88,174,326,158,148,379,399,339,443,234,162,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,06B,06B,WEST,N/A,OTHER,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
